booking_id,passenger_id,flight_id,booking_date_id,status,seat_number,amount,amount_is_missing,payment_method
B1869,P1738,UK108,20260204,CONFIRMED,19C,10155.04,False,CARD
B1869,P1738,UK108,20260204,CONFIRMED,19C,11398.23,False,NETBANKING
B1870,P1015,6F045,20250425,CANCELLED,5D,,,
B1871,P1423,AI144,20251004,CANCELLED,23E,,,
B1872,P1523,AI244,20250709,PENDING,26E,5721.08,False,CARD
B1872,P1523,AI244,20250709,PENDING,26E,9096.04,False,UPI
B1872,P1523,AI244,20250709,PENDING,26E,,True,NETBANKING
B1873,P1802,6F265,20250425,CONFIRMED,11B,6495.37,False,UPI
B1873,P1802,6F265,20250425,CONFIRMED,11B,12510.96,False,CARD
B1873,P1802,6F265,20250425,CONFIRMED,11B,13283.24,False,CARD
B1874,P1752,6F108,20260126,CONFIRMED,16E,5715.47,False,NETBANKING
B1874,P1752,6F108,20260126,CONFIRMED,16E,9993.97,False,NETBANKING
B1874,P1752,6F108,20260126,CONFIRMED,16E,8735.05,False,NETBANKING
B1875,P1020,6F069,20250617,PENDING,17D,,True,NETBANKING
B1876,P1689,6F072,20250614,CANCELLED,18F,11290.32,False,NETBANKING
B1877,P1938,6F096,20251109,CONFIRMED,33F,,,
B1878,P1227,SJ233,20251231,PENDING,31D,14778.71,False,CARD
B1879,P1784,AI203,20251203,PENDING,9E,4682.98,False,UPI
B1880,P1287,UK147,20260308,CONFIRMED,2E,11737.0,False,UPI
B1881,P1808,UK039,20250826,PENDING,8E,,,
B1882,P1133,6F216,20251017,CANCELLED,18B,,,
B1883,P1983,AI214,20251117,PENDING,5B,4498.27,False,CARD
B1883,P1983,AI214,20251117,PENDING,5B,3193.06,False,CARD
B1884,P1282,UK025,20250831,CANCELLED,31D,,,
B1885,P1403,UK053,20250810,CANCELLED,11B,9992.33,False,NETBANKING
B1886,P1664,6F130,20260212,UNKNOWN,9D,,,
B1887,P1065,6F247,20260309,PENDING,23F,9312.51,False,UPI
B1888,P1648,6F159,20251225,CANCELLED,25C,8931.9,False,UPI
B1888,P1648,6F159,20251225,CANCELLED,25C,5981.84,False,CARD
B1889,P1603,UK086,20260224,CANCELLED,22C,,,
B1890,P1436,6F102,20250830,PENDING,12E,13732.45,False,UPI
B1891,P1828,UK186,20260126,CANCELLED,18D,2216.08,False,UPI
B1891,P1828,UK186,20260126,CANCELLED,18D,1978.49,False,UPI
B1892,P1933,6F032,20250824,PENDING,17F,,,
B1893,P1258,6F186,20250802,CONFIRMED,19A,,,
B1894,P1979,6F106,20260224,CANCELLED,4F,,,
B1895,P1965,AI021,20251005,CANCELLED,14E,13425.87,False,CARD
B1895,P1965,AI021,20251005,CANCELLED,14E,6230.89,False,NETBANKING
B1895,P1965,AI021,20251005,CANCELLED,14E,13629.71,False,CARD
B1895,P1965,AI021,20251005,CANCELLED,14E,9624.54,False,CARD
B1895,P1965,AI021,20251005,CANCELLED,14E,11120.61,False,NETBANKING
B1896,P1102,AI157,20251130,PENDING,11F,,True,CARD
B1897,P1992,6F054,20251101,PENDING,26F,9752.05,False,CARD
B1897,P1992,6F054,20251101,PENDING,26F,7243.26,False,NETBANKING
B1898,P1566,AI187,20251003,PENDING,10D,5718.04,False,CARD
B1899,P1768,SJ124,20250928,PENDING,4B,3146.15,False,UPI
B1900,P1100,SJ223,20251006,CANCELLED,11C,1212.98,False,UPI
B1901,P1197,UK103,20250425,CONFIRMED,21A,10787.49,False,CARD
B1902,P1812,SJ157,20260208,CONFIRMED,14F,,,
B1903,P1225,6F242,20251106,CONFIRMED,9B,,,
B1904,P1942,UK213,20250701,CONFIRMED,8B,5769.34,False,NETBANKING
B1905,P1462,SJ120,20260213,PENDING,24B,,,
B1906,P1236,AI035,20250811,CANCELLED,22B,11037.65,False,UPI
B1907,P1025,6F147,20260114,CANCELLED,1B,5451.44,False,CARD
B1908,P1120,SJ229,20250809,CANCELLED,23B,8834.05,False,CARD
B1908,P1120,SJ229,20250809,CANCELLED,23B,1912.8,False,CARD
B1909,P1909,AI230,20251114,PENDING,31B,,,
B1910,P1505,UK162,20250610,CANCELLED,5C,13743.8,False,UPI
B1910,P1505,UK162,20250610,CANCELLED,5C,7810.25,False,CARD
B1911,P1181,AI066,20250529,PENDING,27C,,,
B1912,P1710,6F205,20250909,CANCELLED,19D,6279.57,False,NETBANKING
B1913,P1813,AI124,20250524,CONFIRMED,27B,11211.97,False,NETBANKING
B1913,P1813,AI124,20250524,CONFIRMED,27B,4083.41,False,CARD
B1914,P1766,UK114,20251019,PENDING,20A,5079.38,False,NETBANKING
B1915,P1633,AI231,20250603,CANCELLED,18B,1162.01,False,CARD
B1916,P1542,AI113,20251030,CONFIRMED,7D,3156.86,False,CARD
B1917,P1983,UK180,20250803,UNKNOWN,27A,,,
B1918,P1314,UK180,20251007,CONFIRMED,2B,2739.31,False,NETBANKING
B1918,P1314,UK180,20251007,CONFIRMED,2B,1356.26,False,NETBANKING
B1919,P1990,6F080,20260317,PENDING,7C,,,
B1920,P1796,SJ095,20250511,PENDING,14A,,,
B1921,P1617,SJ115,20250424,CANCELLED,21F,9627.04,False,CARD
B1922,P1735,AI142,20250514,CONFIRMED,7D,11708.41,False,CARD
B1922,P1735,AI142,20250514,CONFIRMED,7D,7858.51,False,CARD
B1923,P1272,UK169,20251128,CANCELLED,33F,8467.53,False,NETBANKING
B1923,P1272,UK169,20251128,CANCELLED,33F,,True,UPI
B1924,P1909,SJ041,20250504,CANCELLED,27D,4739.01,False,CARD
B1925,P1231,UK171,20250420,CONFIRMED,7D,11102.07,False,UPI
B1925,P1231,UK171,20250420,CONFIRMED,7D,12741.86,False,CARD
B1925,P1231,UK171,20250420,CONFIRMED,7D,5691.29,False,UPI
B1926,P1419,AI081,20251127,CANCELLED,18F,,,
B1927,P1767,AI162,20260128,PENDING,27D,,,
B1928,P1441,SJ037,20260123,CANCELLED,6F,6983.66,False,NETBANKING
B1929,P1495,SJ037,20251105,CONFIRMED,6A,,,
B1930,P1023,UK080,20251216,PENDING,3B,,True,UPI
B1930,P1023,UK080,20251216,PENDING,3B,1625.9,False,CARD
B1931,P1108,SJ031,20250926,PENDING,16C,10011.51,False,CARD
B1932,P1702,AI199,20251228,CANCELLED,4B,8636.39,False,CARD
B1932,P1702,AI199,20251228,CANCELLED,4B,,True,UPI
B1933,P1501,6F082,20250528,CANCELLED,7B,,,
B1934,P1858,UK217,20260412,PENDING,9F,10978.81,False,UPI
B1935,P1024,UK014,20260413,CANCELLED,6C,,,
B1936,P1186,SJ180,20260111,CONFIRMED,14D,5159.35,False,UPI
B1936,P1186,SJ180,20260111,CONFIRMED,14D,6127.38,False,UPI
B1937,P1287,6F268,20260219,CANCELLED,16E,6825.66,False,CARD
B1938,P1627,UK205,20260407,CANCELLED,19B,12242.79,False,UPI
B1939,P1337,SJ212,20250722,PENDING,22B,8851.37,False,UPI
B1939,P1337,SJ212,20250722,PENDING,22B,9872.75,False,UPI
B1939,P1337,SJ212,20250722,PENDING,22B,7506.15,False,NETBANKING
B1939,P1337,SJ212,20250722,PENDING,22B,14923.36,False,UPI
B1940,P1877,UK052,20250625,CANCELLED,17C,13791.37,False,CARD
B1940,P1877,UK052,20250625,CANCELLED,17C,4783.48,False,NETBANKING
B1941,P1913,UK230,20250613,CANCELLED,19D,1551.73,False,CARD
B1942,P1036,AI145,20250718,CANCELLED,23D,1755.58,False,UPI
B1943,P1793,SJ035,20260313,CONFIRMED,7E,9116.92,False,NETBANKING
B1943,P1793,SJ035,20260313,CONFIRMED,7E,5304.06,False,UPI
B1944,P1136,SJ184,20250720,CANCELLED,10B,3644.17,False,UPI
B1944,P1136,SJ184,20250720,CANCELLED,10B,9053.91,False,NETBANKING
B1945,P1507,6F207,20251103,CONFIRMED,24A,,,
B1946,P1226,UK144,20260330,CONFIRMED,15A,11196.94,False,UPI
B1947,P1319,AI126,20251022,CONFIRMED,1A,2186.2,False,NETBANKING
B1948,P1839,SJ145,20250519,CONFIRMED,10A,7705.92,False,CARD
B1948,P1839,SJ145,20250519,CONFIRMED,10A,6743.77,False,NETBANKING
B1949,P1915,6F040,20250516,PENDING,15B,11031.75,False,UPI
B1949,P1915,6F040,20250516,PENDING,15B,3328.36,False,CARD
B1950,P1181,UK049,20250615,CONFIRMED,21B,,,
B1951,P1873,UK049,20260318,CANCELLED,3F,12831.14,False,NETBANKING
B1952,P1085,AI087,20251018,CONFIRMED,2C,10237.24,False,NETBANKING
B1953,P1466,AI152,20250524,CANCELLED,19A,12741.76,False,CARD
B1954,P1925,SJ240,20251106,CONFIRMED,2A,14524.79,False,NETBANKING
B1955,P1052,AI212,20250914,PENDING,22B,,,
B1956,P1859,AI064,20250921,CONFIRMED,3B,,,
B1957,P1866,6F093,20250607,CONFIRMED,32E,4851.79,False,CARD
B1958,P1234,AI118,20250428,PENDING,29C,1256.74,False,CARD
B1958,P1234,AI118,20250428,PENDING,29C,1471.1,False,NETBANKING
B1959,P1958,AI172,20251219,CONFIRMED,23D,9818.89,False,UPI
B1959,P1958,AI172,20251219,CONFIRMED,23D,7275.19,False,NETBANKING
B1960,P1778,6F183,20260130,CANCELLED,27E,14657.97,False,CARD
B1961,P1798,6F200,20250715,CONFIRMED,28A,,,
B1962,P1432,SJ077,20251223,CONFIRMED,18C,9530.25,False,CARD
B1962,P1432,SJ077,20251223,CONFIRMED,18C,1833.17,False,UPI
B1962,P1432,SJ077,20251223,CONFIRMED,18C,7948.25,False,CARD
B1962,P1432,SJ077,20251223,CONFIRMED,18C,11681.57,False,UPI
B1963,P1495,UK030,20260224,CONFIRMED,27F,,,
B1964,P1998,SJ232,20250521,PENDING,18B,,,
B1965,P1099,6F090,20260129,CONFIRMED,20D,,,
B1966,P1989,UK002,20251106,CONFIRMED,12B,14419.64,False,UPI
B1966,P1989,UK002,20251106,CONFIRMED,12B,6405.91,False,UPI
B1966,P1989,UK002,20251106,CONFIRMED,12B,13474.77,False,CARD
B1967,P1598,AI154,20250703,CANCELLED,22C,12518.31,False,CARD
B1968,P1402,6F089,20251011,CONFIRMED,2D,14600.78,False,NETBANKING
B1969,P1395,6F218,20260408,CONFIRMED,29A,13598.0,False,UPI
B1970,P1526,6F241,20251126,CONFIRMED,12B,4558.49,False,NETBANKING
B1971,P1414,6F116,20250820,CONFIRMED,2B,,,
B1972,P1938,UK199,20250418,CANCELLED,19B,5458.57,False,UPI
B1973,P1612,SJ033,20250428,CANCELLED,8C,,,
B1974,P1676,AI210,20250803,PENDING,15B,,,
B1975,P1462,UK148,20250826,UNKNOWN,20E,7791.01,False,CARD
B1976,P1540,AI229,20250827,PENDING,16F,8576.26,False,NETBANKING
B1977,P1625,UK005,20260101,PENDING,4A,,,
B1978,P1618,SJ080,20251207,CONFIRMED,12C,9450.85,False,UPI
B1979,P1921,SJ092,20251202,CANCELLED,1F,,,
B1980,P1363,SJ055,20251204,CANCELLED,15A,12102.14,False,CARD
B1981,P1129,AI239,20250517,CONFIRMED,19D,4761.81,False,CARD
B1981,P1129,AI239,20250517,CONFIRMED,19D,7404.46,False,UPI
B1982,P1083,6F162,20250617,UNKNOWN,7A,,,
B1983,P1270,UK101,20250628,UNKNOWN,27A,9117.5,False,CARD
B1984,P1243,6F198,20250425,CONFIRMED,27F,8109.9,False,UPI
B1984,P1243,6F198,20250425,CONFIRMED,27F,11501.29,False,UPI
B1985,P1387,6F239,20250928,CONFIRMED,31F,,,
B1986,P1213,SJ177,20251007,CONFIRMED,13F,,,
B1987,P1817,6F044,20260312,CANCELLED,19F,4585.24,False,CARD
B1987,P1817,6F044,20260312,CANCELLED,19F,4148.68,False,CARD
B1988,P1165,6F248,20260217,PENDING,13A,13945.28,False,UPI
B1989,P1790,6F002,20251210,UNKNOWN,16F,,,
B1990,P1058,SJ197,20260331,CONFIRMED,14B,4434.27,False,NETBANKING
B1990,P1058,SJ197,20260331,CONFIRMED,14B,,True,UPI
B1990,P1058,SJ197,20260331,CONFIRMED,14B,9960.43,False,NETBANKING
B1991,P1601,UK091,20260114,CANCELLED,22E,,,
B1992,P1882,6F215,20250425,CONFIRMED,25C,4590.22,False,CARD
B1992,P1882,6F215,20250425,CONFIRMED,25C,2164.83,False,NETBANKING
B1992,P1882,6F215,20250425,CONFIRMED,25C,7248.01,False,UPI
B1993,P1842,AI093,20260311,CANCELLED,5B,,,
B1994,P1923,UK090,20260331,CONFIRMED,21D,,,
B1995,P1503,SJ005,20251120,CANCELLED,11C,,,
B1996,P1705,UK106,20250808,CANCELLED,27E,10358.84,False,UPI
B1997,P1122,6F223,20250503,PENDING,27B,,True,UPI
B1997,P1122,6F223,20250503,PENDING,27B,,True,CARD
B1998,P1647,6F011,20251023,CONFIRMED,14C,7319.71,False,CARD
B1998,P1647,6F011,20251023,CONFIRMED,14C,11065.89,False,NETBANKING
B1999,P1412,UK124,20250808,UNKNOWN,12B,2806.06,False,NETBANKING
